rr,rr_reduced,total_traced,inf_p
1,0.19999999999999996,6,4
0,0,28,1
1,0,13,3
1,1,15,5
2,0,27,3
3,1,17,2
7,1,113,1
1,0,35,4
6,1,59,2
1,1,42,5
1,1,3,5
4,4,39,5
1,1,13,5
1,1,48,5
0,0,1,5
4,4,69,5
3,3,93,5
3,3,13,5
0,0,8,2
0,0,1,3
1,0,12,3
6,0,37,1
2,0,23,3
3,0,79,3
1,1,26,5
1,1,1,5
3,1,28,1
2,2,42,5
2,2,8,5
0,0,3,1
6,6,52,5
0,0,16,5
21,21,368,5
5,1,96,2
1,1,1,5
3,0,7,1
9,0,68,1
2,0,12,4
0,0,12,5
2,2,4,5
3,0,28,3
13,13,294,5
0,0,5,2
2,0,43,1
1,0,13,1
7,7,159,5
3,0,29,1
0,0,2,5
7,7,174,5
1,1,4,5
10,1,70,3
3,3,37,5
1,1,8,5
0,0,2,5
3,3,140,5
1,0,4,3
2,1,9,4
0,0,17,5
6,6,38,5
3,2,40,4
5,5,36,5
3,1,43,4
0,0,1,2
4,4,88,5
2,0,4,1
1,0,10,3
0,0,3,5
3,2,19,4
2,1,7,3
1,1,13,5
0,0,13,5
1,0,5,4
0,0,16,5
1,1,6,5
2,0,10,1
0,0,9,5
0,0,1,4
1,0.19999999999999996,3,4
4,1,48,2
2,2,28,5
5,2,41,3
0,0,11,5
0,0,9,5
1,1,13,5
0,0,1,3
1,0,14,2
3,0,60,1
0,0,9,1
0,0,19,5
2,0.19999999999999996,6,4
0,0,11,5
0,0,17,5
0,0,15,1
3,3,16,5
8,2,36,4
0,0,3,5
1,1,5,1
0,0,29,4
4,4,100,5
4,4,15,5
0,0,16,2
0,0,4,5
4,0,23,1
3,3,42,5
3,2,42,4
1,1,27,5
1,1,18,5
0,0,1,5
0,0,1,3
4,4,98,5
14,14,291,5
0,0,26,5
3,3,50,5
0,0,15,5
6,6,195,5
1,1,13,5
0,0,46,5
4,0,46,4
1,1,11,5
0,0,0,5
2,2,38,5
3,3,83,5
0,0,6,5
10,3.4000000000000004,92,4
1,0,6,3
1,0,16,1
1,0,1,2
0,0,8,4
1,1,13,5
2,1.2,16,4
2,0,8,1
2,2,50,5
2,2,64,5
0,0,1,4
0,0,4,4
6,3,28,4
0,0,12,5
0,0,7,4
6,6,119,5
0,0,0,3
2,1,16,4
6,2,118,2
3,3,62,5
1,1,29,5
0,0,2,2
0,0,13,2
0,0,16,5
3,0,20,1
1,1,32,5
1,1,4,4
2,0,8,3
0,0,18,5
2,0,11,1
4,0,25,3
1,1,33,5
2,0,26,3
2,1,7,2
1,1,17,5
1,1,35,5
5,5,138,5
8,8,79,5
0,0,11,4
1,1,5,5
1,0,18,1
3,3,77,5
16,3.4000000000000004,207,4
0,0,23,5
1,0,12,4
